M00474	1.7580909999			2.83995522503e-06
M00475	2.45554706	Gill	2.11998169931	0.000217705654572
M00476	0.205031351005			1.77621386291e-07
M00477	1.51614375974			3.13876815979e-06
M00470	0.0			1.24667813685e-06
M00471	2.7424687179	Gill	2.38014972473	5.55146567376e-05
M00472	2.51988200753	Digestivesystem	2.22994358376	2.89651913605e-07
M00473	2.02813917268			4.96997163703e-05
M00478	1.50163210352			0.00500101249852
M00479	2.51584381892	Seawater	2.05156447005	2.60084019053e-06
M00276	2.94151764017	Digestivesystem	2.61818440126	0.000484283498398
M00277	2.06885312849			0.00070135117397
M00274	2.08459156149			0.00130858993218
M00275	2.55477472221	Mantle	2.25650143307	0.000216044234781
M00272	0.0			-
M00273	2.49189269732	Mantle	2.17603517116	8.81512138085e-05
M00270	1.45616289605			0.000312132880036
M00271	2.27792901001			5.83557149526e-07
M00377	3.01047454495	Seawater	2.37294635989	5.79588690725e-06
M00376	2.05106720861			9.21727480307e-06
M00375	2.60144033018	Seawater	2.21955434868	0.000372208965232
M00374	2.34310568207			0.0136382332346
M00373	3.10416816403	Seawater	2.40452707304	0.00319374066094
M00372	0.0			0.000682010127204
M00278	0.193127142121			9.47495699824e-05
M00279	2.14207607803			1.91979098696e-05
M00519	2.58010446143	Mantle	2.27883586628	0.000263856347563
M00518	0.483503966474			0.000606300859468
M00513	1.8511441786			1.51287622213e-05
M00512	2.32403687949			-
M00511	2.78106054905	Digestivesystem	2.3066197886	0.00049845711226
M00510	0.0			-
M00517	1.38429172036			0.000103488646307
M00515	2.66611119085	Gill	2.32250367276	9.54418420337e-05
M00514	1.45737816652			0.000141929364785
M00742	3.2737551885	Seawater	2.44004068654	1.54207005051e-06
M00079	2.37033941531			0.0130145550936
M00012	3.05954899756	Seawater	2.53222275032	4.71835884799e-05
M00013	3.40567190264	Seawater	2.65379730959	0.000195469262814
M00159	2.98191365223	Mantle	2.67333215312	6.57077518903e-05
M00158	0.288286784824			-
M00016	3.93042404877	Seawater	3.09039732248	4.42194090377e-07
M00017	3.4233443554	Seawater	2.47133041557	5.6224261864e-05
M00014	3.17286621787	Seawater	2.40973018658	0.000130753783255
M00015	3.33967603982	Seawater	2.52639640087	9.81363525558e-06
M00153	3.03006038693	Mantle	2.43154225091	0.000840785302911
M00018	3.23703721498	Seawater	2.40608701731	0.000554123403739
M00019	3.73506829815	Seawater	2.93572228592	0.000209806137939
M00157	3.81871016284	Seawater	3.0114374338	3.90499055941e-05
M00156	3.19442876438	Gill	2.76181441693	2.42526501633e-05
M00155	3.41857748311	Seawater	2.85404949779	0.000272209634124
M00154	3.08085002724	Seawater	2.58444502585	3.46697816119e-05
